0.003588145	8.994017811
0.006904225	15.79969965
0.009387335	20.46017301
0.0269499	45.73677708
0.05186015	69.75301424
0.0782796	88.83703736
0.1050365	104.3275873
0.1294915	116.0564376
0.15631	127.3090971
0.18042	135.9793052
0.205424	144.0248507
0.230941	151.6391212
0.257637	158.7447616
0.283111	164.8560159
0.308606	170.3750467
0.333438	175.4628026
0.358698	180.1770917
0.3831745	184.5355894
0.4082985	188.7296037
0.434815	192.7075646
0.4592715	196.0750031
0.4851855	199.1731547
0.508663	201.9575194
0.5344325	205.04465
0.558502	207.9078253
0.5848865	210.7371058
0.6112635	213.0962258
0.634926	215.141559
0.6608345	217.1748314
0.6858285	218.7772448
0.7106895	220.5593213
0.7350925	222.3376549
0.7629025	224.0729442
0.7871585	225.6718225
0.811442	226.8616757
0.8378195	227.9128306
0.862771	228.7583292
0.888526	229.3166577
0.913759	230.1721377
0.9387075	230.6976111
0.964334	231.5318808
0.9904105	231.6745301
